id	desc
GMRT_10958	GMRT_10958 tRNA pseudouridine38/39 synthase, putative
GMRT_10957	GMRT_10957 Hypothetical protein
GMRT_10956	GMRT_10956 Hypothetical protein
GMRT_10955	GMRT_10955 Hypothetical protein
GMRT_10954	GMRT_10954 Kinase, NEK
GMRT_20138	GMRT_20138 Kinase, NEK
GMRT_11367	GMRT_11367 Hypothetical protein
GMRT_11135	GMRT_11135 Qb-SNARE 2
GMRT_11136	GMRT_11136 Trichohyalin
GMRT_11137	GMRT_11137 Vacuolar ATP synthase 16 kDa proteolipid subunit
GMRT_11138	GMRT_11138 TPR_1 Tetratricopeptide repeat protein
GMRT_11139	GMRT_11139 Hypothetical protein
GMRT_11140	GMRT_11140 Hypothetical protein
GMRT_11141	GMRT_11141 Hypothetical protein
GMRT_20146	GMRT_20146 SHIPPO repeat domain-containing protein
GMRT_11142	GMRT_11142 SHIPPO repeat domain-containing protein
GMRT_11143	GMRT_11143 Arginyl-tRNA synthetase
GMRT_11144	GMRT_11144 Hypothetical protein
GMRT_20151	GMRT_20151 Hypothetical protein
GMRT_11145	GMRT_11145 Kinase, NEK
GMRT_11146	GMRT_11146 Long chain fatty acid CoA ligase 4
GMRT_11147	GMRT_11147 Yip
GMRT_11148	GMRT_11148 Coiled-coil protein
GMRT_11149	GMRT_11149 Hypothetical protein
GMRT_11150	GMRT_11150 Hypothetical protein
GMRT_11151	GMRT_11151 Vacuolar ATP synthase 16 kDa proteolipid subunit
GMRT_11152	GMRT_11152 Macro domain-containing protein
GMRT_11153	GMRT_11153 Hypothetical protein
GMRT_11154	GMRT_11154 Kinase, NEK
GMRT_11155	GMRT_11155 Golgi/cell cycle associated protein, putative
GMRT_11156	GMRT_11156 Ubiquitin carboxyl-terminal hydrolase
GMRT_20164	GMRT_20164 Hypothetical protein
GMRT_15848	GMRT_15848 Kinase, NEK
GMRT_20168	GMRT_20168 Nicotinate phosphoribosyltransferase
GMRT_20169	GMRT_20169 Chaperone protein dnaJ
GMRT_20170	GMRT_20170 Orc1/CDC6
GMRT_15992	GMRT_15992 Kinesin light chain protein
GMRT_15991	GMRT_15991 Kinase, CAMK CAMK1
GMRT_15990	GMRT_15990 Hypothetical protein
GMRT_15989	GMRT_15989 Hypothetical protein
GMRT_15988	GMRT_15988 Hypothetical protein
GMRT_15987	GMRT_15987 Pyruvate-flavodoxin oxidoreductase
GMRT_15986	GMRT_15986 Hypothetical protein
GMRT_15985	GMRT_15985 Hypothetical protein
GMRT_15984	GMRT_15984 High cysteine membrane protein
GMRT_15983	GMRT_15983 Hypothetical protein
GMRT_15982	GMRT_15982 Hypothetical protein
GMRT_15981	GMRT_15981 Hypothetical protein
GMRT_15980	GMRT_15980 DNA-directed RNA polymerase subunit B
GMRT_15979	GMRT_15979 Hypothetical protein
GMRT_15978	GMRT_15978 Dipeptidyl-peptidase III
GMRT_20186	GMRT_20186 RING finger domain-containing protein
GMRT_10437	GMRT_10437 Hypothetical protein
GMRT_20191	GMRT_20191 Hypothetical protein
GMRT_20192	GMRT_20192 Hypothetical protein
GMRT_20193	GMRT_20193 Ankyrin repeat protein 3
GMRT_15818	GMRT_15818 Kinase, NEK
GMRT_20195	GMRT_20195 Cathepsin L
GMRT_20196	GMRT_20196 Hypothetical protein
GMRT_20197	GMRT_20197 Hypothetical protein
GMRT_20198	GMRT_20198 Kinase, NEK
GMRT_20199	GMRT_20199 Hypothetical protein
GMRT_20200	GMRT_20200 NADPH oxidoreductase
GMRT_10286	GMRT_10286 Ankyrin repeat protein 1
GMRT_10285	GMRT_10285 Hypothetical protein
GMRT_10284	GMRT_10284 Hypothetical protein
GMRT_10283	GMRT_10283 Synaptic glycoprotein SC2
GMRT_10282	GMRT_10282 YEATS family protein
GMRT_20209	GMRT_20209 Hypothetical protein
GMRT_20210	GMRT_20210 Hypothetical protein
GMRT_10281	GMRT_10281 Hypothetical protein
GMRT_10280	GMRT_10280 Ankyrin repeat protein 1
GMRT_10279	GMRT_10279 Hypothetical protein
GMRT_10278	GMRT_10278 Hypothetical protein
GMRT_10277	GMRT_10277 Glutamate synthase
GMRT_10276	GMRT_10276 Hypothetical protein
GMRT_10275	GMRT_10275 Hypothetical protein
GMRT_10274	GMRT_10274 Hypothetical protein
GMRT_10273	GMRT_10273 Hypothetical protein
GMRT_10272	GMRT_10272 Hypothetical protein
GMRT_10271	GMRT_10271 GTP-binding protein
GMRT_10270	GMRT_10270 Hypothetical protein
GMRT_10269	GMRT_10269 Kinase, NEK
GMRT_10268	GMRT_10268 Hypothetical protein
GMRT_10267	GMRT_10267 Hypothetical protein
GMRT_10266	GMRT_10266 Transcriptional regulator
GMRT_10265	GMRT_10265 Ankyrin repeat protein 1
GMRT_10264	GMRT_10264 Serine/threonine protein phosphatase 7
GMRT_10263	GMRT_10263 Hypothetical protein
GMRT_10262	GMRT_10262 Hypothetical protein
GMRT_10261	GMRT_10261 Ankyrin repeat protein 1
GMRT_10259	GMRT_10259 Hypothetical protein
GMRT_10258	GMRT_10258 Alpha-18 giardin
GMRT_10257	GMRT_10257 Alpha-11 giardin
GMRT_10256	GMRT_10256 Alpha-10 giardin
GMRT_10255	GMRT_10255 Ribosomal protein L18a
GMRT_10254	GMRT_10254 Hypothetical protein
GMRT_10253	GMRT_10253 Lipase
GMRT_20239	GMRT_20239 NH3-dependent NAD synthetase
GMRT_10251	GMRT_10251 Hypothetical protein
GMRT_10250	GMRT_10250 Hypothetical protein
GMRT_10248	GMRT_10248 NADPH oxidoreductase
GMRT_10247	GMRT_10247 Alpha-17 giardin
GMRT_10246	GMRT_10246 Alpha-16 giardin
GMRT_10245	GMRT_10245 Hypothetical protein
GMRT_10244	GMRT_10244 Snf7 domain-containing protein
GMRT_10243	GMRT_10243 ABC transporter family protein
GMRT_10242	GMRT_10242 Hypothetical protein
GMRT_10241	GMRT_10241 Hypothetical protein
GMRT_10240	GMRT_10240 Zinc finger domain-containing protein
GMRT_10239	GMRT_10239 Hypothetical protein
GMRT_10238	GMRT_10238 PHD-zinc-finger like domain-containing protein
GMRT_10237	GMRT_10237 Glycosaminoglycan polysaccharide lyase, putative
GMRT_10236	GMRT_10236 Hypothetical protein
GMRT_10235	GMRT_10235 Flagella associated protein
GMRT_10234	GMRT_10234 LMBR1-like membrane protein
GMRT_10233	GMRT_10233 Hypothetical protein
GMRT_10232	GMRT_10232 Hypothetical protein
GMRT_10231	GMRT_10231 Hypothetical protein
GMRT_10230	GMRT_10230 Phosphoglycolate phosphatase
GMRT_10229	GMRT_10229 ADP-ribosylation factor 1
GMRT_10228	GMRT_10228 Ankyrin repeat protein 2
GMRT_10227	GMRT_10227 Ankyrin repeat protein 2
GMRT_20265	GMRT_20265 Ankyrin repeat protein 2
GMRT_10225	GMRT_10225 Ankyrin repeat protein 1
GMRT_10224	GMRT_10224 Ankyrin repeat protein 1
GMRT_10223	GMRT_10223 Coatomer delta subunit
GMRT_10222	GMRT_10222 Hypothetical protein
GMRT_10221	GMRT_10221 Nuclear ATP/GTP-binding protein
GMRT_10220	GMRT_10220 Intraflagellar transport protein IFT56
GMRT_10219	GMRT_10219 Ankyrin repeat protein 1
GMRT_10218	GMRT_10218 Hypothetical protein
GMRT_10217	GMRT_10217 Kinase, NEK
GMRT_10216	GMRT_10216 Dual specificity phosphatase, catalytic
GMRT_10215	GMRT_10215 DEAD box RNA helicase Vasa
GMRT_10214	GMRT_10214 ATP-dependent RNA helicase p47, putative
GMRT_10213	GMRT_10213 Hypothetical protein
GMRT_10212	GMRT_10212 Hypothetical protein
GMRT_10211	GMRT_10211 Hypothetical protein
GMRT_10210	GMRT_10210 Ribosomal protein S3a
GMRT_10209	GMRT_10209 WD40 repeat protein
GMRT_10208	GMRT_10208 Ribosomal protein S30
GMRT_10207	GMRT_10207 Ubiquitin-conjugating enzyme E2 (E3-independent)
GMRT_10206	GMRT_10206 Hypothetical protein
GMRT_10205	GMRT_10205 Actin related protein
GMRT_10204	GMRT_10204 Ribosomal protein L23
GMRT_10203	GMRT_10203 DNA-directed RNA polymerase II RPB6
GMRT_10202	GMRT_10202 DNA-directed RNA polymerase II RPB6
GMRT_10201	GMRT_10201 WD40 repeat protein
GMRT_10200	GMRT_10200 GYF domain-containing protein
GMRT_10199	GMRT_10199 Hypothetical protein
GMRT_10198	GMRT_10198 Spastin
GMRT_20297	GMRT_20297 RING finger domain-containing protein
GMRT_10457	GMRT_10457 L-ascorbate-6-phosphate lactonase
GMRT_20301	GMRT_20301 Hypothetical protein
GMRT_11692	GMRT_11692 Hypothetical protein
GMRT_11691	GMRT_11691 Hypothetical protein
GMRT_11690	GMRT_11690 Hypothetical protein
GMRT_11689	GMRT_11689 GTP-binding protein
GMRT_11688	GMRT_11688 Hypothetical protein
GMRT_11687	GMRT_11687 GTP-binding nuclear protein RAN/TC4
GMRT_11686	GMRT_11686 Kinase, CMGC MAPK
GMRT_11685	GMRT_11685 Deflagellation inducible protein
GMRT_11684	GMRT_11684 Proteasome subunit beta type 5
GMRT_11683	GMRT_11683 Ser/Thr protein phosphatase 2A
GMRT_11682	GMRT_11682 Zinc-finger of a C2HC-type domain-containing protein
GMRT_11681	GMRT_11681 Hypothetical protein
GMRT_11680	GMRT_11680 Aminoacyl-histidine dipeptidase
GMRT_11679	GMRT_11679 Hypothetical protein
GMRT_11678	GMRT_11678 Hypothetical protein
GMRT_11677	GMRT_11677 Hypothetical protein
GMRT_fx003	GMRT_fx003 Hypothetical protein
GMRT_11676	GMRT_11676 Phosphoglucosamine mutase
GMRT_11675	GMRT_11675 Major Facilitator Superfamily transporter
GMRT_11674	GMRT_11674 Kinase
GMRT_11673	GMRT_11673 Hypothetical protein
GMRT_11672	GMRT_11672 Hypothetical protein
GMRT_11671	GMRT_11671 Hypothetical protein
GMRT_11670	GMRT_11670 Low molecular weight protein-tyrosine-phosphatase
GMRT_11669	GMRT_11669 Ribosomal protein L29e
GMRT_11668	GMRT_11668 Hypothetical protein
GMRT_11667	GMRT_11667 Hypothetical protein
GMRT_11666	GMRT_11666 Hypothetical protein
GMRT_11665	GMRT_11665 Hypothetical protein
GMRT_11664	GMRT_11664 Ankyrin repeat protein 1
GMRT_11663	GMRT_11663 Hypothetical protein
GMRT_11662	GMRT_11662 Coiled-coil protein
GMRT_11661	GMRT_11661 Coiled-coil protein
GMRT_11660	GMRT_11660 Hypothetical protein
GMRT_11659	GMRT_11659 Ankyrin repeat protein 1
GMRT_11658	GMRT_11658 Hypothetical protein
GMRT_11657	GMRT_11657 Ser/Thr phosphatase 2A regulatory subunit A
GMRT_11656	GMRT_11656 Hypothetical protein
GMRT_11655	GMRT_11655 Developmentally regulated GTP-binding protein 1
GMRT_11654	GMRT_11654 Hypothetical protein
GMRT_11653	GMRT_11653 Ras-related protein
GMRT_11652	GMRT_11652 Hypothetical protein
GMRT_11651	GMRT_11651 UvrB/uvrC motif-containing protein
GMRT_11650	GMRT_11650 Kinase, NEK
GMRT_11649	GMRT_11649 Dynein binding protein, putative
GMRT_11648	GMRT_11648 Hypothetical protein
GMRT_11647	GMRT_11647 TCP-1 chaperonin subunit epsilon
GMRT_11646	GMRT_11646 Ribosomal protein S18
GMRT_11645	GMRT_11645 Hypothetical protein
GMRT_11644	GMRT_11644 Hypothetical protein
GMRT_11643	GMRT_11643 Hypothetical protein
GMRT_11642	GMRT_11642 DENN (AEX-3) domain-containing protein
GMRT_11641	GMRT_11641 WD40 repeat protein
GMRT_11640	GMRT_11640 Hypothetical protein
GMRT_11639	GMRT_11639 Hypothetical protein
GMRT_11638	GMRT_11638 Hypothetical protein
GMRT_11637	GMRT_11637 RRNA biogenesis protein RRP5
GMRT_11636	GMRT_11636 Major facilitator superfamily protein
GMRT_11635	GMRT_11635 Hypothetical protein
GMRT_20365	GMRT_20365 Hypothetical protein
GMRT_12963	GMRT_12963 Hypothetical protein
GMRT_12964	GMRT_12964 N-terminal acetyltransferase B complex catalytic subunit
GMRT_12965	GMRT_12965 Hypothetical protein
GMRT_12966	GMRT_12966 Superfamily II DNA and RNA helicase
GMRT_20370	GMRT_20370 RING finger domain-containing protein
GMRT_10666	GMRT_10666 Ankyrin repeat protein 1
GMRT_10667	GMRT_10667 Kinase, NEK
GMRT_13969	GMRT_13969 Nop53 (60S ribosomal biogenesis)
GMRT_13970	GMRT_13970 Ribosomal protein S23
GMRT_13971	GMRT_13971 Trichohyalin-plectin-homology domain-containing protein
GMRT_13972	GMRT_13972 Ankyrin repeat protein 1
GMRT_13973	GMRT_13973 IQ calmodulin-binding motif-containing protein
GMRT_13974	GMRT_13974 Helix-turn-helix domain-containing protein
GMRT_13975	GMRT_13975 Hypothetical protein
GMRT_13976	GMRT_13976 Hypothetical protein
GMRT_13977	GMRT_13977 Glycosaminoglycan polysaccharide lyase, putative
GMRT_13978	GMRT_13978 Hypothetical protein
GMRT_13979	GMRT_13979 Ankyrin repeat protein 1
GMRT_jh012	GMRT_jh012 Hypothetical protein
GMRT_13980	GMRT_13980 Coatomer alpha subunit
GMRT_13981	GMRT_13981 Hypothetical protein
GMRT_13982	GMRT_13982 Hypothetical protein
GMRT_13983	GMRT_13983 Ribosomal protein L18
GMRT_13984	GMRT_13984 Eukaryotic translation initiation factor 5
GMRT_13985	GMRT_13985 Hypothetical protein
GMRT_13986	GMRT_13986 Hypothetical protein
GMRT_13987	GMRT_13987 Hypothetical protein
GMRT_13988	GMRT_13988 Kinase, NEK
GMRT_13989	GMRT_13989 Hypothetical protein
GMRT_13990	GMRT_13990 Deoxyhypusine synthase, putative
GMRT_13991	GMRT_13991 Hypothetical protein
GMRT_13992	GMRT_13992 Serine/threonine-protein phosphatase
GMRT_13993	GMRT_13993 Fructokinase
GMRT_13994	GMRT_13994 Hexose transporter
GMRT_13995	GMRT_13995 Dynein heavy chain
GMRT_13996	GMRT_13996 Hypothetical protein
GMRT_13997	GMRT_13997 DNA-dependent ATPase, putative
GMRT_20404	GMRT_20404 Alpha-tubulin
GMRT_12960	GMRT_12960 Ankyrin repeat protein 2
GMRT_20406	GMRT_20406 Kinase, NEK
GMRT_20407	GMRT_20407 RING finger domain-containing protein
GMRT_20409	GMRT_20409 Ankyrin repeat protein 3
GMRT_20410	GMRT_20410 Hypothetical protein
GMRT_20411	GMRT_20411 Hypothetical protein
GMRT_20412	GMRT_20412 Ankyrin repeat protein 2
GMRT_20413	GMRT_20413 Alpha-tubulin
GMRT_20414	GMRT_20414 SLIDE domain-containing protein
GMRT_16274	GMRT_16274 Mlh2-like protein
GMRT_16275	GMRT_16275 Dynein intermediate chain
GMRT_16276	GMRT_16276 Hypothetical protein
GMRT_16277	GMRT_16277 Translation initiation factor eIF-4A, putative
GMRT_16278	GMRT_16278 Hypothetical protein
GMRT_16279	GMRT_16279 Lipopolysaccharide-responsive and beige-like anchor protein
GMRT_16280	GMRT_16280 Hypothetical protein
GMRT_16281	GMRT_16281 Cyclin B-like protein
GMRT_16282	GMRT_16282 HECT type ubiquitin ligase, putative
GMRT_16283	GMRT_16283 Hypothetical protein
GMRT_16284	GMRT_16284 Ribosomal protein L13
GMRT_16285	GMRT_16285 Not1 N-terminal domain, CCR4-Not complex component-containing protein
GMRT_16286	GMRT_16286 Hypothetical protein
GMRT_16287	GMRT_16287 Splicesome-associated protein
GMRT_16288	GMRT_16288 Intraflagellar transport complex B, subunit 20
GMRT_16289	GMRT_16289 Histone acetyltransferase MYST2
GMRT_16290	GMRT_16290 Kinase, CMGC DYRK
GMRT_16291	GMRT_16291 WD domain, G-beta repeat-containing protein
GMRT_16292	GMRT_16292 Hypothetical protein
GMRT_16293	GMRT_16293 Ankyrin repeat protein 1
GMRT_16294	GMRT_16294 Ankyrin repeat protein 1
GMRT_16295	GMRT_16295 Hypothetical protein
GMRT_16296	GMRT_16296 Methyltransferase domain-containing protein
GMRT_16297	GMRT_16297 S-adenosylmethionine-dependent methyltransferase, class I
GMRT_16298	GMRT_16298 Hypothetical protein
GMRT_16299	GMRT_16299 Hypothetical protein
GMRT_16300	GMRT_16300 Hypothetical protein
GMRT_16301	GMRT_16301 Hypothetical protein
GMRT_16302	GMRT_16302 1,4-alpha-glucan branching enzyme
GMRT_16303	GMRT_16303 Hypothetical protein
GMRT_16304	GMRT_16304 Kinase, NEK
GMRT_16305	GMRT_16305 Bromodomain-containing protein
GMRT_16306	GMRT_16306 Splicing factor 3A subunit 2
GMRT_16307	GMRT_16307 Kinase, CMGC DYRK
GMRT_16308	GMRT_16308 UDP-N-acetylglucosamine-dolichyl-phosphate N-acetylglucosaminephosphotransferase
GMRT_16309	GMRT_16309 Kinase, NEK
GMRT_16310	GMRT_16310 Cell motility MEMO family protein
GMRT_16311	GMRT_16311 Kinase, NEK
GMRT_16312	GMRT_16312 Smr domain-containing protein
GMRT_16313	GMRT_16313 ATP synthase subunit H
GMRT_16314	GMRT_16314 Hypothetical protein
GMRT_16315	GMRT_16315 Alpha-19 giardin
GMRT_16316	GMRT_16316 Thioredoxin like protein
GMRT_16317	GMRT_16317 Hypothetical protein
GMRT_16318	GMRT_16318 Nitroreductase Fd-NR2
GMRT_16319	GMRT_16319 Hypothetical protein
GMRT_16320	GMRT_16320 Hypothetical protein
GMRT_16321	GMRT_16321 Kinase, NEK
GMRT_16322	GMRT_16322 Spindle pole protein, putative
GMRT_16323	GMRT_16323 Kinesin-7
GMRT_16324	GMRT_16324 Hypothetical protein
GMRT_16325	GMRT_16325 Coiled-coil protein
GMRT_16326	GMRT_16326 Phosphatidylinostol glycan, Class V
GMRT_16327	GMRT_16327 Hypothetical protein
GMRT_16328	GMRT_16328 Hypothetical protein
GMRT_16329	GMRT_16329 RNA polymerase II subunit Rpb12
GMRT_16330	GMRT_16330 TAP42-like family protein
GMRT_16331	GMRT_16331 Hypothetical protein
GMRT_fx001	GMRT_fx001 Hypothetical protein
GMRT_16332	GMRT_16332 Cyclin fold protein 1, putative
GMRT_16333	GMRT_16333 Cathepsine B
GMRT_16334	GMRT_16334 Metalloendopeptidase
GMRT_16335	GMRT_16335 Ankyrin repeat protein 1
GMRT_16336	GMRT_16336 ENC6 protein
GMRT_16337	GMRT_16337 Bromodomain-containing protein
GMRT_16338	GMRT_16338 ENC6 protein
GMRT_16339	GMRT_16339 Annexin
GMRT_16340	GMRT_16340 Hypothetical protein
GMRT_16341	GMRT_16341 Alpha/beta hydrolase family protein
GMRT_16342	GMRT_16342 Hypothetical protein
GMRT_16343	GMRT_16343 Dpy-30 motif-containing protein
GMRT_16344	GMRT_16344 Hypothetical protein
GMRT_16345	GMRT_16345 Hypothetical protein
GMRT_16346	GMRT_16346 tRNA 2-methylthioadenosine synthase
GMRT_16347	GMRT_16347 5'-3' deoxyribonucleotidase, putative
GMRT_16348	GMRT_16348 Socius
GMRT_16349	GMRT_16349 Zinc finger protein ZPR1
GMRT_16350	GMRT_16350 Ubiquitin
GMRT_16351	GMRT_16351 Kinase, NEK
GMRT_16352	GMRT_16352 Type II inositol-1,4,5-trisphosphate 5-phosphatase
GMRT_16353	GMRT_16353 Ankyrin repeat protein 1
GMRT_16354	GMRT_16354 Hypothetical protein
GMRT_16355	GMRT_16355 DRAP deaminase
GMRT_16356	GMRT_16356 Tyrosyl-tRNA synthetase
GMRT_16357	GMRT_16357 Hypothetical protein
GMRT_16358	GMRT_16358 Hypothetical protein
GMRT_16359	GMRT_16359 Hypothetical protein
GMRT_16360	GMRT_16360 Lipase class 3 family protein
GMRT_16361	GMRT_16361 Dynein heavy chain
GMRT_20505	GMRT_20505 Tenascin-like protein
GMRT_20506	GMRT_20506 Peroxiredoxin 1
GMRT_20507	GMRT_20507 Kinase, NEK
GMRT_20508	GMRT_20508 Hypothetical protein
GMRT_20509	GMRT_20509 NADPH oxidoreductase
GMRT_20510	GMRT_20510 High cysteine protein
GMRT_20512	GMRT_20512 VSP
GMRT_13275	GMRT_13275 VSP
GMRT_20518	GMRT_20518 High cysteine protein
GMRT_20519	GMRT_20519 NADPH oxidoreductase
GMRT_20520	GMRT_20520 Hypothetical protein
GMRT_20521	GMRT_20521 Kinase, NEK
GMRT_13125	GMRT_13125 Peroxiredoxin 1
GMRT_13126	GMRT_13126 Tenascin-like protein
GMRT_13127	GMRT_13127 Hypothetical protein
GMRT_13128	GMRT_13128 Adenylate kinase family protein
GMRT_13129	GMRT_13129 Coiled-coil protein
GMRT_13130	GMRT_13130 Hypothetical protein
GMRT_13131	GMRT_13131 Coiled-coil protein
GMRT_13132	GMRT_13132 RabJ-like protein
GMRT_13133	GMRT_13133 IQ calmodulin-binding motif-containing protein
GMRT_20531	GMRT_20531 Ubiquitin carboxyl-terminal hydrolase 4
GMRT_20532	GMRT_20532 Serpin 1
GMRT_20533	GMRT_20533 BPI domain containing protein
GMRT_12833	GMRT_12833 Ankyrin repeat protein 1
GMRT_20535	GMRT_20535 Phenylalanyl-tRNA synthetase alpha chain
GMRT_20536	GMRT_20536 Hypothetical protein
GMRT_20537	GMRT_20537 Histone H4
GMRT_20538	GMRT_20538 Hypothetical protein
GMRT_20539	GMRT_20539 IAD-1alpha dynein heavy chain
GMRT_11436	GMRT_11436 Translation initiation factor IF-2, putative
GMRT_11437	GMRT_11437 Hypothetical protein
GMRT_11438	GMRT_11438 Hypothetical protein
GMRT_11439	GMRT_11439 TCP-1 chaperonin subunit zeta protein
GMRT_11440	GMRT_11440 Kinesin-1
GMRT_20545	GMRT_20545 Hypothetical protein
