id	desc
HIN_000058	HIN_000058 Hypothetical protein
HIN_000060	HIN_000060 Hypothetical protein
HIN_000061	HIN_000061 DDE superfamily endonuclease domain containing protein
HIN_000062	HIN_000062 Hypothetical protein
HIN_000063	HIN_000063 Hypothetical protein
HIN_000064	HIN_000064 Conserved hypothetical protein
HIN_000065	HIN_000065 Conserved hypothetical protein
HIN_000067	HIN_000067 VSP
HIN_000068	HIN_000068 Hypothetical protein
HIN_000069	HIN_000069 Hypothetical protein
HIN_000070	HIN_000070 Hypothetical protein
HIN_000073	HIN_000073 Conserved hypothetical protein
HIN_000075	HIN_000075 Conserved hypothetical protein
HIN_000076	HIN_000076 Conserved hypothetical protein
HIN_000077	HIN_000077 DNA polymerase kappa-related protein
HIN_000078	HIN_000078 Hypothetical protein
HIN_000079	HIN_000079 ABC transporter family protein
HIN_000080	HIN_000080 Kinase
HIN_000081	HIN_000081 Hypothetical protein
HIN_000082	HIN_000082 Hypothetical protein
HIN_000083	HIN_000083 Protein kinase-like domain superfamily
HIN_000084	HIN_000084 High mobility group box domain superfamily
HIN_000085	HIN_000085 Nicotinamide N-methyltransferase
HIN_000086	HIN_000086 Beta-N-acetylhexosaminidase
HIN_000087	HIN_000087 Ubiquitin carboxyl-terminal hydrolase family protein
HIN_000088	HIN_000088 Conserved hypothetical protein
HIN_000090	HIN_000090 Hypothetical protein
HIN_000091	HIN_000091 Conserved hypothetical protein
HIN_000092	HIN_000092 Ubiquitin carboxyl-terminal hydrolase family protein
HIN_000095	HIN_000095 Ubiquitin carboxyl-terminal hydrolase family protein
HIN_000096	HIN_000096 Ubiquitin carboxyl-terminal hydrolase family protein
HIN_000097	HIN_000097 Hypothetical protein
HIN_000098	HIN_000098 Hypothetical protein
HIN_000099	HIN_000099 Ubiquitin carboxyl-terminal hydrolase family protein
HIN_000100	HIN_000100 Ubiquitin carboxyl-terminal hydrolase family protein
HIN_000101	HIN_000101 Carboxylate/amino acid/amine transporter family protein
HIN_000102	HIN_000102 Hypothetical protein
HIN_000104	HIN_000104 Conserved hypothetical protein
HIN_000105	HIN_000105 Hypothetical protein
HIN_000106	HIN_000106 Ubiquitin carboxyl-terminal hydrolase family protein
HIN_000107	HIN_000107 Ubiquitin carboxyl-terminal hydrolase family protein
HIN_000108	HIN_000108 Hypothetical protein
HIN_000111	HIN_000111 putative splicing factor 3a
HIN_000112	HIN_000112 SGF29 tudor-like domain-containing protein
HIN_000113	HIN_000113 Conserved hypothetical protein
HIN_000114	HIN_000114 Conserved hypothetical protein
HIN_000115	HIN_000115 Conserved hypothetical protein
HIN_000116	HIN_000116 Rab32, putative
HIN_000117	HIN_000117 Conserved hypothetical protein
HIN_000118	HIN_000118 Hypothetical protein
HIN_000119	HIN_000119 Conserved hypothetical protein
HIN_000124	HIN_000124 Hypothetical protein
HIN_000126	HIN_000126 Hypothetical protein
HIN_000127	HIN_000127 ADP-ribosylation factor 1
HIN_000128	HIN_000128 Hypothetical protein
HIN_000129	HIN_000129 Hypothetical protein
HIN_000130	HIN_000130 Hypothetical protein
HIN_000132	HIN_000132 Conserved hypothetical protein
HIN_000135	HIN_000135 Conserved hypothetical protein
HIN_000136	HIN_000136 Conserved hypothetical protein
HIN_000137	HIN_000137 Hypothetical protein
HIN_000138	HIN_000138 Hypothetical protein
HIN_000139	HIN_000139 Hypothetical protein
HIN_000140	HIN_000140 Conserved hypothetical protein
HIN_000141	HIN_000141 Conserved hypothetical protein
HIN_000143	HIN_000143 Conserved hypothetical protein
HIN_000145	HIN_000145 Hypothetical protein
HIN_000147	HIN_000147 Hypothetical protein
HIN_000148	HIN_000148 Conserved hypothetical protein
HIN_000149	HIN_000149 Conserved hypothetical protein
HIN_000150	HIN_000150 Pyruvate-flavodoxin oxidoreductase 4
HIN_000151	HIN_000151 Conserved hypothetical protein
HIN_000152	HIN_000152 Pyruvate-flavodoxin oxidoreductase 4
HIN_000153	HIN_000153 Hypothetical protein
HIN_000154	HIN_000154 ABC transporter substrate-binding protein
HIN_000155	HIN_000155 Hypothetical protein
HIN_000156	HIN_000156 WD40 repeat protein
HIN_000157	HIN_000157 Conserved hypothetical protein
HIN_000158	HIN_000158 Conserved hypothetical protein
HIN_000159	HIN_000159 Phosphoglycolate phosphatase
HIN_000160	HIN_000160 Phosphoglycolate phosphatase
HIN_000161	HIN_000161 Hypothetical protein
HIN_000162	HIN_000162 Phosphoglycolate phosphatase
HIN_000163	HIN_000163 Hypothetical protein
HIN_000164	HIN_000164 Phosphoglycolate phosphatase
HIN_000165	HIN_000165 leucine-rich repeat domain-containing protein
HIN_000166	HIN_000166 Hypothetical protein
HIN_000167	HIN_000167 Hypothetical protein
HIN_000168	HIN_000168 Hypothetical protein
HIN_000169	HIN_000169 Phosphoglycolate phosphatase
HIN_000170	HIN_000170 Hypothetical protein
HIN_000172	HIN_000172 Hypothetical protein
HIN_000173	HIN_000173 Hypothetical protein
HIN_000174	HIN_000174 Hypothetical protein
HIN_000176	HIN_000176 leucine-rich repeat domain-containing protein
HIN_000177	HIN_000177 Hypothetical protein
HIN_000178	HIN_000178 Conserved hypothetical protein
HIN_000179	HIN_000179 Stress-induced protein sti1
HIN_000180	HIN_000180 leucine-rich repeat domain-containing protein
HIN_000181	HIN_000181 leucine-rich repeat domain-containing protein
HIN_000182	HIN_000182 Hypothetical protein
HIN_000183	HIN_000183 Hypothetical protein
HIN_000184	HIN_000184 Hypothetical protein
HIN_000185	HIN_000185 Hypothetical protein
HIN_000186	HIN_000186 Hypothetical protein
HIN_000187	HIN_000187 Conserved hypothetical protein
HIN_000190	HIN_000190 DDE superfamily endonuclease domain containing protein
HIN_000191	HIN_000191 Transglutaminase-like superfamily protein
HIN_000193	HIN_000193 leucine-rich repeat domain-containing protein
HIN_000194	HIN_000194 leucine-rich repeat domain-containing protein
HIN_000195	HIN_000195 Hypothetical protein
HIN_000196	HIN_000196 Rac/Rho-like protein
HIN_000197	HIN_000197 Conserved hypothetical protein
HIN_000198	HIN_000198 Hypothetical protein
HIN_000199	HIN_000199 Hypothetical protein
HIN_000200	HIN_000200 leucine-rich repeat domain-containing protein
HIN_000201	HIN_000201 Hypothetical protein
HIN_000202	HIN_000202 Hypothetical protein
HIN_000203	HIN_000203 Hypothetical protein
HIN_000205	HIN_000205 leucine-rich repeat domain-containing protein
HIN_000207	HIN_000207 leucine-rich repeat domain-containing protein
HIN_000208	HIN_000208 Hypothetical protein
HIN_000209	HIN_000209 Hypothetical protein
HIN_000210	HIN_000210 Conserved hypothetical protein
HIN_000211	HIN_000211 Hypothetical protein
HIN_000212	HIN_000212 Hypothetical protein
HIN_000213	HIN_000213 leucine-rich repeat domain-containing protein
HIN_000214	HIN_000214 Hypothetical protein
HIN_000218	HIN_000218 Hypothetical protein
HIN_000220	HIN_000220 Hypothetical protein
HIN_000221	HIN_000221 leucine-rich repeat domain-containing protein
HIN_000222	HIN_000222 Hypothetical protein
HIN_000223	HIN_000223 Hypothetical protein
HIN_000224	HIN_000224 Leucine-rich repeat
HIN_000226	HIN_000226 Hypothetical protein
HIN_000227	HIN_000227 Hypothetical protein
HIN_000228	HIN_000228 Rab2a
HIN_000229	HIN_000229 WD40 repeat protein
HIN_000230	HIN_000230 SET domain-containing protein
HIN_000231	HIN_000231 Transposase IS4
HIN_000232	HIN_000232 Hypothetical protein
HIN_000233	HIN_000233 DDE superfamily endonuclease domain containing protein
HIN_000235	HIN_000235 Hypothetical protein
HIN_000238	HIN_000238 Hypothetical protein
HIN_000240	HIN_000240 Hypothetical protein
HIN_000242	HIN_000242 Hypothetical protein
HIN_000243	HIN_000243 Hypothetical protein
HIN_000244	HIN_000244 SET domain-containing protein
HIN_000245	HIN_000245 Hypothetical protein
HIN_000246	HIN_000246 SET domain-containing protein
HIN_000247	HIN_000247 Actin family
HIN_000248	HIN_000248 Hypothetical protein
HIN_000249	HIN_000249 Hypothetical protein
HIN_000250	HIN_000250 Hypothetical protein
HIN_000252	HIN_000252 Conserved hypothetical protein
HIN_000254	HIN_000254 Hypothetical protein
HIN_000256	HIN_000256 Conserved hypothetical protein
HIN_000257	HIN_000257 Conserved hypothetical protein
HIN_000258	HIN_000258 Hypothetical protein
HIN_000262	HIN_000262 Hypothetical protein
HIN_000263	HIN_000263 Hypothetical protein
HIN_000264	HIN_000264 Hypothetical protein
HIN_000265	HIN_000265 Rab2a
HIN_000266	HIN_000266 Hypothetical protein
HIN_000267	HIN_000267 Conserved hypothetical protein
HIN_000268	HIN_000268 Phosphoglycolate phosphatase
HIN_000272	HIN_000272 Hypothetical protein
HIN_000278	HIN_000278 Hypothetical protein
HIN_000279	HIN_000279 Hypothetical protein
HIN_000281	HIN_000281 Ribosomal L22
HIN_000283	HIN_000283 Hypothetical protein
HIN_000284	HIN_000284 mitotic arrest deficient 2 like 1 S homeolog
HIN_000285	HIN_000285 Conserved hypothetical protein
HIN_000288	HIN_000288 leucine-rich repeat domain-containing protein
HIN_000289	HIN_000289 Hypothetical protein
HIN_000290	HIN_000290 Hypothetical protein
HIN_000291	HIN_000291 leucine-rich repeat-containing protein
HIN_000292	HIN_000292 Ribosomal L22
HIN_000294	HIN_000294 leucine-rich repeat domain-containing protein
HIN_000295	HIN_000295 Glycyl-tRNA synthetase
HIN_000296	HIN_000296 Hypothetical protein
HIN_000297	HIN_000297 Hypothetical protein
HIN_000298	HIN_000298 Rab2a
HIN_000299	HIN_000299 Conserved hypothetical protein
HIN_000300	HIN_000300 autotransporter-associated beta strand repeat-containing protein
HIN_000301	HIN_000301 Hypothetical protein
HIN_000302	HIN_000302 Importin beta-3 subunit
HIN_000303	HIN_000303 Transmembrane domain-containing protein
HIN_000304	HIN_000304 Hypothetical protein
HIN_000305	HIN_000305 Hypothetical protein
HIN_000306	HIN_000306 Conserved hypothetical protein
HIN_000307	HIN_000307 Hypothetical protein
HIN_000308	HIN_000308 Hypothetical protein
HIN_000310	HIN_000310 Hypothetical protein
HIN_000312	HIN_000312 Transmembrane domain-containing protein
HIN_000314	HIN_000314 Hypothetical protein
HIN_000315	HIN_000315 Hypothetical protein
HIN_000316	HIN_000316 internalin
HIN_000317	HIN_000317 Hypothetical protein
HIN_000318	HIN_000318 Hypothetical protein
HIN_000319	HIN_000319 Importin beta-3 subunit
HIN_000320	HIN_000320 Conserved hypothetical protein
HIN_000321	HIN_000321 Dynein heavy chain
HIN_000322	HIN_000322 Amino acid transporter family protein
HIN_000323	HIN_000323 Conserved hypothetical protein
HIN_000324	HIN_000324 Hypothetical protein
HIN_000325	HIN_000325 Amino acid transporter family protein
HIN_000326	HIN_000326 Splicing factor 3A subunit 2
HIN_000327	HIN_000327 Conserved hypothetical protein
HIN_000328	HIN_000328 Hypothetical protein
HIN_000329	HIN_000329 Hypothetical protein
HIN_000330	HIN_000330 Calponin homology (CH) domain-containing protein
HIN_000331	HIN_000331 3-mercaptopyruvate sulfurtransferase / Thiosulfate sulfurtransferase
HIN_000332	HIN_000332 Conserved hypothetical protein
HIN_000333	HIN_000333 Adenylate kinase 4
HIN_000334	HIN_000334 Calponin homology (CH) domain-containing protein
HIN_000335	HIN_000335 Hypothetical protein
HIN_000336	HIN_000336 Rhodanese-like domain-containing protein
HIN_000337	HIN_000337 Alpha-snap
HIN_000338	HIN_000338 Rhodanese-like domain-containing protein
HIN_000339	HIN_000339 Rhodanese-like domain-containing protein
HIN_000340	HIN_000340 Hypothetical protein
HIN_000342	HIN_000342 Rhodanese-like domain-containing protein
HIN_000343	HIN_000343 Gcd10p family protein
HIN_000345	HIN_000345 Kinase, CMGC CK2
HIN_000346	HIN_000346 E3 ubiquitin-protein ligase
HIN_000347	HIN_000347 Hypothetical protein
HIN_000348	HIN_000348 E3 ubiquitin-protein ligase
HIN_000349	HIN_000349 carbohydrate-binding protein
HIN_000351	HIN_000351 Glucan endo-1,6-beta-glucosidase
HIN_000352	HIN_000352 Conserved hypothetical protein
HIN_000353	HIN_000353 Hypothetical protein
HIN_000356	HIN_000356 Hypothetical protein
HIN_000359	HIN_000359 Hypothetical protein
HIN_000360	HIN_000360 Hypothetical protein
HIN_000361	HIN_000361 Hypothetical protein
HIN_000363	HIN_000363 Hypothetical protein
HIN_000364	HIN_000364 Conserved hypothetical protein
HIN_000365	HIN_000365 Hypothetical protein
HIN_000366	HIN_000366 Hypothetical protein
HIN_000370	HIN_000370 Hypothetical protein
HIN_000371	HIN_000371 Hypothetical protein
HIN_000373	HIN_000373 Hypothetical protein
HIN_000374	HIN_000374 Hypothetical protein
HIN_000377	HIN_000377 E3 ubiquitin-protein ligase
HIN_000378	HIN_000378 Zinc finger domain-containing protein
HIN_000379	HIN_000379 Hypothetical protein
HIN_000380	HIN_000380 Hypothetical protein
HIN_000381	HIN_000381 Hypothetical protein
HIN_000382	HIN_000382 Hypothetical protein
HIN_000383	HIN_000383 Hypothetical protein
HIN_000384	HIN_000384 Hypothetical protein
HIN_000385	HIN_000385 Hypothetical protein
HIN_000387	HIN_000387 Hypothetical protein
HIN_000388	HIN_000388 Hypothetical protein
HIN_000389	HIN_000389 Hypothetical protein
HIN_000390	HIN_000390 Hypothetical protein
HIN_000392	HIN_000392 Conserved hypothetical protein
HIN_000393	HIN_000393 Hypothetical protein
HIN_000394	HIN_000394 Hypothetical protein
HIN_000395	HIN_000395 Hypothetical protein
HIN_000396	HIN_000396 Hypothetical protein
HIN_000397	HIN_000397 Nucleotide-binding alpha-beta plait domain superfamily
HIN_000398	HIN_000398 TRNA pseudouridine synthase
HIN_000399	HIN_000399 Leucine-rich repeat protein
HIN_000400	HIN_000400 Phosphatidylinositol 3-kinase, putative
HIN_000401	HIN_000401 Conserved hypothetical protein
HIN_000402	HIN_000402 Cleavage and polyadenylation specificity factor, 73 kDa subunit
HIN_000403	HIN_000403 Hypothetical protein
HIN_000404	HIN_000404 Conserved hypothetical protein, partial
HIN_000405	HIN_000405 Hypothetical protein
HIN_000406	HIN_000406 Methionyl-tRNA synthetase
HIN_000407	HIN_000407 Hypothetical protein
HIN_000408	HIN_000408 Ubiquitin-conjugating enzyme E2
HIN_000411	HIN_000411 Conserved hypothetical protein
HIN_000412	HIN_000412 Hypothetical protein
HIN_000414	HIN_000414 Cathepsin L
HIN_000415	HIN_000415 Conserved hypothetical protein
HIN_000418	HIN_000418 Cathepsin L
HIN_000420	HIN_000420 Conserved hypothetical protein
HIN_000422	HIN_000422 Conserved hypothetical protein
HIN_000424	HIN_000424 Hypothetical protein
HIN_000425	HIN_000425 SANT/Myb domain
HIN_000426	HIN_000426 leucine-rich repeat domain-containing protein
HIN_000427	HIN_000427 Hypothetical protein
HIN_000428	HIN_000428 Hypothetical protein
HIN_000429	HIN_000429 Hypothetical protein
HIN_000431	HIN_000431 Hypothetical protein
HIN_000432	HIN_000432 Hypothetical protein
HIN_000433	HIN_000433 Hypothetical protein
HIN_000435	HIN_000435 Hypothetical protein
HIN_000437	HIN_000437 Hypothetical protein
HIN_000438	HIN_000438 Hypothetical protein
HIN_000439	HIN_000439 leucine-rich repeat domain-containing protein
HIN_000440	HIN_000440 Conserved hypothetical protein
HIN_000441	HIN_000441 Hypothetical protein
HIN_000442	HIN_000442 Hypothetical protein
HIN_000443	HIN_000443 Conserved hypothetical protein
HIN_000444	HIN_000444 leucine-rich repeat domain-containing protein
HIN_000445	HIN_000445 Putative reverse transcriptase/endonuclease
HIN_000446	HIN_000446 Hypothetical protein
HIN_000448	HIN_000448 Hypothetical protein
HIN_000449	HIN_000449 Myb-like DNA-binding domain-containing protein
HIN_000450	HIN_000450 Hypothetical protein
HIN_000451	HIN_000451 Hypothetical protein
HIN_000453	HIN_000453 DTW domain-containing protein
HIN_000454	HIN_000454 Hypothetical protein
HIN_000455	HIN_000455 Conserved hypothetical protein
HIN_000456	HIN_000456 Hypothetical protein
HIN_000457	HIN_000457 Transmembrane domain-containing protein
HIN_000458	HIN_000458 Conserved hypothetical protein
HIN_000459	HIN_000459 Hypothetical protein
HIN_000460	HIN_000460 RNA 2'-phosphotransferase, Tpt1 / KptA family protein
HIN_000461	HIN_000461 Hypothetical protein
HIN_000462	HIN_000462 RNA 2'-phosphotransferase, Tpt1 / KptA family protein
HIN_000463	HIN_000463 Hypothetical protein
HIN_000464	HIN_000464 Histone H3
HIN_000465	HIN_000465 Hypothetical protein
HIN_000467	HIN_000467 Hypothetical protein
HIN_000469	HIN_000469 Hypothetical protein
HIN_000470	HIN_000470 Hypothetical protein
HIN_000471	HIN_000471 Hypothetical protein
HIN_000472	HIN_000472 Hypothetical protein
HIN_000473	HIN_000473 Hypothetical protein
HIN_000475	HIN_000475 Hypothetical protein
HIN_000476	HIN_000476 Hypothetical protein
HIN_000477	HIN_000477 Hypothetical protein
HIN_000479	HIN_000479 Ubiquitin-conjugating enzyme E2
HIN_000480	HIN_000480 Poly(A) polymerase
HIN_000482	HIN_000482 Pyruvate-flavodoxin oxidoreductase 4
HIN_000484	HIN_000484 Pyruvate-flavodoxin oxidoreductase 4
HIN_000485	HIN_000485 Hypothetical protein
HIN_000486	HIN_000486 Hypothetical protein
HIN_000487	HIN_000487 Hypothetical protein
HIN_000488	HIN_000488 Hypothetical protein
HIN_000489	HIN_000489 Hypothetical protein
HIN_000490	HIN_000490 Hypothetical protein
HIN_000491	HIN_000491 Hypothetical protein
HIN_000492	HIN_000492 Hypothetical protein
HIN_000493	HIN_000493 Hypothetical protein
HIN_000494	HIN_000494 Hypothetical protein
HIN_000495	HIN_000495 Putative pre-mRNA-processing-splicing factor
HIN_000497	HIN_000497 Pyruvate-flavodoxin oxidoreductase 4
HIN_000498	HIN_000498 Histone H3
HIN_000499	HIN_000499 Calcineurin-like phosphoesterase superfamily domain-containing protein
HIN_000500	HIN_000500 Hypothetical protein
HIN_000503	HIN_000503 Histone H3
HIN_000505	HIN_000505 Hypothetical protein
HIN_000506	HIN_000506 Conserved hypothetical protein
HIN_000507	HIN_000507 Hypothetical protein
HIN_000508	HIN_000508 Hypothetical protein
HIN_000509	HIN_000509 Hypothetical protein
HIN_000511	HIN_000511 Hypothetical protein
HIN_000512	HIN_000512 Rhodanese-like domain-containing protein
HIN_000513	HIN_000513 Rhodanese domain-containing protein
HIN_000515	HIN_000515 Rhodanese-like domain-containing protein
HIN_000516	HIN_000516 Hypothetical protein
HIN_000517	HIN_000517 Cathepsin L
HIN_000518	HIN_000518 Acidic ribosomal protein P0
HIN_000519	HIN_000519 FtsJ-like methyltransferase
HIN_000520	HIN_000520 Calcineurin-like phosphoesterase superfamily domain-containing protein
HIN_000521	HIN_000521 Hypothetical protein
HIN_000522	HIN_000522 Hypothetical protein
HIN_000523	HIN_000523 Conserved hypothetical protein
HIN_000524	HIN_000524 Conserved hypothetical protein
HIN_000525	HIN_000525 Conserved hypothetical protein
HIN_000528	HIN_000528 Ribonuclease
HIN_000529	HIN_000529 Transposase IS4
HIN_000530	HIN_000530 Hypothetical protein
HIN_000531	HIN_000531 Ribonuclease
HIN_000532	HIN_000532 Conserved hypothetical protein
HIN_000533	HIN_000533 Conserved hypothetical protein
HIN_000534	HIN_000534 Hypothetical protein
HIN_000535	HIN_000535 Cell division protein 48
HIN_000536	HIN_000536 Conserved hypothetical protein
HIN_000537	HIN_000537 Conserved hypothetical protein
HIN_000538	HIN_000538 Hypothetical protein
HIN_000539	HIN_000539 Conserved hypothetical protein
HIN_000540	HIN_000540 Hypothetical protein
HIN_000541	HIN_000541 Hypothetical protein
HIN_000542	HIN_000542 Hypothetical protein
HIN_000543	HIN_000543 Conserved hypothetical protein
HIN_000544	HIN_000544 Hypothetical protein
HIN_000545	HIN_000545 Conserved hypothetical protein
HIN_000546	HIN_000546 Kinase, CMGC CLK
HIN_000547	HIN_000547 Hypothetical protein
HIN_000548	HIN_000548 Conserved hypothetical protein
HIN_000549	HIN_000549 Hypothetical protein
HIN_000551	HIN_000551 Conserved hypothetical protein
HIN_000552	HIN_000552 Hypothetical protein
HIN_000553	HIN_000553 Hypothetical protein
HIN_000555	HIN_000555 Histone H3
HIN_000557	HIN_000557 Peptidase M14 like family protein
HIN_000558	HIN_000558 Hypothetical protein
HIN_000559	HIN_000559 Conserved hypothetical protein
HIN_000561	HIN_000561 Histone H3
HIN_000562	HIN_000562 Histone H3
HIN_000563	HIN_000563 Histone H3
HIN_000564	HIN_000564 Histone H3
HIN_000565	HIN_000565 Hypothetical protein
HIN_000566	HIN_000566 Hypothetical protein
HIN_000567	HIN_000567 Hypothetical protein
HIN_000569	HIN_000569 Hypothetical protein
HIN_000570	HIN_000570 Hypothetical protein
HIN_000572	HIN_000572 Conserved hypothetical protein
HIN_000573	HIN_000573 Conserved hypothetical protein
HIN_000574	HIN_000574 Ribosomal protein L7Ae
HIN_000575	HIN_000575 RNA polymerase II subunit Rpb11
HIN_000576	HIN_000576 Hypothetical protein
HIN_000578	HIN_000578 Hypothetical protein
HIN_000580	HIN_000580 Kelch-type beta propeller
HIN_000581	HIN_000581 Conserved hypothetical protein
HIN_000583	HIN_000583 Hypothetical protein
HIN_000585	HIN_000585 Hypothetical protein
HIN_000587	HIN_000587 Conserved hypothetical protein
HIN_000590	HIN_000590 Hypothetical protein
HIN_000592	HIN_000592 Hypothetical protein
HIN_000593	HIN_000593 Myb-like DNA-binding domain-containing protein
HIN_000594	HIN_000594 Hypothetical protein
HIN_000595	HIN_000595 Hypothetical protein
HIN_000596	HIN_000596 Hypothetical protein
HIN_000597	HIN_000597 Hypothetical protein
HIN_000598	HIN_000598 Hypothetical protein
HIN_000599	HIN_000599 Myb-like DNA-binding domain-containing protein
HIN_000601	HIN_000601 Hypothetical protein
HIN_000602	HIN_000602 Myb-like DNA-binding domain-containing protein
HIN_000603	HIN_000603 Sec24
HIN_000604	HIN_000604 Sec24
HIN_000606	HIN_000606 Sec24-like protein
HIN_000607	HIN_000607 Zinc finger, SWIM-type
HIN_000609	HIN_000609 leucine-rich repeat domain-containing protein
HIN_000610	HIN_000610 Hypothetical protein
HIN_000612	HIN_000612 Hypothetical protein
HIN_000613	HIN_000613 Hypothetical protein
HIN_000615	HIN_000615 Hypothetical protein
HIN_000616	HIN_000616 Hypothetical protein
HIN_000617	HIN_000617 Intraflagellar transport protein 72/74
HIN_000618	HIN_000618 Hypothetical protein
HIN_000619	HIN_000619 Conserved hypothetical protein
HIN_000620	HIN_000620 Ankyrin repeat-containing protein
HIN_000621	HIN_000621 LSM domain-containing protein
HIN_000622	HIN_000622 Conserved hypothetical protein
HIN_000623	HIN_000623 Conserved hypothetical protein
HIN_000624	HIN_000624 ATP-binding protein
HIN_000625	HIN_000625 ATP-binding protein
HIN_000626	HIN_000626 Conserved hypothetical protein
HIN_000627	HIN_000627 Hypothetical protein
HIN_000628	HIN_000628 Thioredoxin domain-containing protein
HIN_000629	HIN_000629 Hypothetical protein
HIN_000630	HIN_000630 Conserved hypothetical protein
HIN_000631	HIN_000631 Hypothetical protein
HIN_000632	HIN_000632 Ethanolamine kinase, putative
HIN_000633	HIN_000633 Hypothetical protein
HIN_000634	HIN_000634 Histone acetyltransferase Elp3
HIN_000635	HIN_000635 Conserved hypothetical protein
HIN_000636	HIN_000636 DNA-directed RNA polymerase subunit
HIN_000637	HIN_000637 Hypothetical protein
HIN_000638	HIN_000638 Hypothetical protein
HIN_000639	HIN_000639 Hypothetical protein
HIN_000640	HIN_000640 Inositol polyphosphate 5-phosphatase
HIN_000641	HIN_000641 Hypothetical protein
HIN_000642	HIN_000642 Hypothetical protein
HIN_000643	HIN_000643 Zinc finger, C2H2 type domain-containing protein
HIN_000644	HIN_000644 Hypothetical protein
HIN_000645	HIN_000645 Zinc finger, C2H2 type domain-containing protein
HIN_000646	HIN_000646 DNA replication licensing factor MCM6
HIN_000647	HIN_000647 Hypothetical protein
HIN_000648	HIN_000648 DNA replication licensing factor MCM6
HIN_000649	HIN_000649 Zinc finger, C2H2 type domain-containing protein
HIN_000650	HIN_000650 Hypothetical protein
HIN_000651	HIN_000651 Zinc finger, C2H2 type domain-containing protein
HIN_000652	HIN_000652 Phosphatidylinositol-4-phosphate 5-kinase, putative
HIN_000653	HIN_000653 Hypothetical protein
HIN_000654	HIN_000654 Hypothetical protein
HIN_000655	HIN_000655 Hypothetical protein
HIN_000656	HIN_000656 Hypothetical protein
HIN_000657	HIN_000657 Palmitoyltransferase
HIN_000658	HIN_000658 Hypothetical protein
HIN_000659	HIN_000659 Phosphatidylinositol-4-phosphate 5-kinase, putative
HIN_000660	HIN_000660 Hypothetical protein
HIN_000661	HIN_000661 Conserved hypothetical protein
HIN_000662	HIN_000662 Dynein intermediate chain
HIN_000663	HIN_000663 Calmodulin
HIN_000664	HIN_000664 Hypothetical protein
HIN_000665	HIN_000665 Conserved hypothetical protein
HIN_000666	HIN_000666 Zinc finger, C2H2 type domain-containing protein
HIN_000667	HIN_000667 Hypothetical protein
HIN_000668	HIN_000668 Conserved hypothetical protein
HIN_000669	HIN_000669 Conserved hypothetical protein
HIN_000670	HIN_000670 Ceramide synthetase
HIN_000672	HIN_000672 Calcineurin-like phosphoesterase
HIN_000673	HIN_000673 Hypothetical protein
HIN_000674	HIN_000674 Hypothetical protein
HIN_000675	HIN_000675 Hypothetical protein
HIN_000676	HIN_000676 Kinase, CAMK CAMKL
HIN_000677	HIN_000677 Conserved hypothetical protein
HIN_000678	HIN_000678 Hypothetical protein
