OG	id	desc
OG0003147	SS50377_22710	Hypothetical protein
OG0003148	SS50377_25671	Hypothetical protein
OG0003151	SS50377_25515	DTW domain-containing protein
OG0003153	SS50377_26753	Hypothetical protein
OG0003156	SS50377_25239	Hypothetical protein
OG0003173	SS50377_25523	Hypothetical protein
OG0003192	SS50377_22253	Transcription factor, CAP family protein
OG0003200	SS50377_23747	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1
OG0003201	SS50377_27037	Kinase, CMGC CDK
OG0003225	SS50377_22455	Kinase, CMGC DYRK
OG0003253	SS50377_20380	Hypothetical protein
OG0003259	SS50377_20049	Hypothetical protein
OG0003261	SS50377_28242	Transmembrane domain-containing protein
OG0003262	SS50377_23792	Phosphorylase B kinase gamma catalytic chain
OG0003283	SS50377_23498	Hypothetical protein
OG0003296	SS50377_20616	Hypothetical protein
OG0003301	SS50377_23289	Hypothetical protein
OG0003303	SS50377_25686	Hypothetical protein
OG0003322	SS50377_27614	Transmembrane domain-containing protein
OG0003324	SS50377_27297	Hypothetical protein
OG0003324	SS50377_27302	Hypothetical protein
OG0003331	SS50377_20235	Hypothetical protein
OG0003333	SS50377_28060	Eukaryotic translation initiation factor 4E
OG0003334	SS50377_25712	Transmembrane domain-containing protein
OG0003349	SS50377_25542	Cell division control protein 48
OG0003354	SS50377_23696	Hypothetical protein
OG0003355	SS50377_27899	Hypothetical protein
OG0003362	SS50377_25725	Di-trans,poly-cis-decaprenylcistransferase
OG0003363	SS50377_24686	Hypothetical protein
OG0003367	SS50377_26839	Nuclear LIM interactor-interacting factor
OG0003372	SS50377_20939	Hypothetical protein
OG0003374	SS50377_24815	Hypothetical protein
OG0003378	SS50377_23385	Casein kinase II subunit beta
OG0003384	SS50377_28506	Hypothetical protein
OG0003387	SS50377_24430	Sec1 family protein
OG0003399	SS50377_20352	Hypothetical protein
OG0003399	SS50377_23689	Hypothetical protein
OG0003403	SS50377_26845	Major facilitator superfamily protein
OG0003406	SS50377_20921	Hypothetical protein
OG0003409	SS50377_25909	Hypothetical protein
OG0003413	SS50377_28087	Hypothetical protein
OG0003418	SS50377_23496	Hypothetical protein
OG0003418	SS50377_27309	Hypothetical protein
OG0003426	SS50377_27511	EMP24/GP25L/P24 family protein
OG0003431	SS50377_24043	Hypothetical protein
OG0003431	SS50377_24098	Hypothetical protein
OG0003431	SS50377_24102	Hypothetical protein
OG0003432	SS50377_23199	Kinase
OG0003442	SS50377_21997	Hypothetical protein
OG0003443	SS50377_24135	Hypothetical protein
OG0003444	SS50377_22062	Signal recognition particle receptor beta subunit
OG0003448	SS50377_25400	Hypothetical protein
OG0003449	SS50377_23681	Hypothetical protein
OG0003450	SS50377_26807	Mob1/phocein family protein
OG0003468	SS50377_26757	Hypothetical protein
OG0003475	SS50377_20029	Hypothetical protein
OG0003479	SS50377_27648	Hypothetical protein
OG0003497	SS50377_26971	Hypothetical protein
OG0003506	SS50377_26370	Kinase, NEK
OG0003514	SS50377_23550	Hypothetical protein
OG0003533	SS50377_23423	Serine/threonine-protein phosphatase 2A
OG0003534	SS50377_22165	Hypothetical protein
OG0003535	SS50377_28307	Hypothetical protein
OG0003540	SS50377_21251	Zinc finger, C3HC4 type (RING finger) domain-containing protein
OG0003542	SS50377_27846	Hypothetical protein
OG0003543	SS50377_23004	Hypothetical protein
OG0003554	SS50377_27598	Hypothetical protein
OG0003572	SS50377_24788	Hypothetical protein
OG0003574	SS50377_22374	Intraflagellar transport complex B, subunit 20
OG0003580	SS50377_23065	Hypothetical protein
OG0003586	SS50377_25501	Hypothetical protein
OG0003589	SS50377_23440	Formamidopyrimidine-DNA glycosylase
OG0003599	SS50377_27694	Hypothetical protein
OG0003609	SS50377_21050	Hypothetical protein
OG0003682	SS50377_23499	WD40 repeat protein
OG0003690	SS50377_24039	Hypothetical protein
OG0003712	SS50377_23616	Hypothetical protein
OG0003712	SS50377_23667	Hypothetical protein
OG0003726	SS50377_24414	Transmembrane domain-containing protein
OG0003728	SS50377_22116	Hypothetical protein
OG0003750	SS50377_26134	Kinase, CAMK CAMK-Unique
OG0003753	SS50377_20291	Hypothetical protein
OG0003756	SS50377_26404	Hypothetical protein
OG0003757	SS50377_23536	Hypothetical protein
OG0003759	SS50377_20084	Hypothetical protein
OG0003763	SS50377_20043	Hypothetical protein
OG0003770	SS50377_27528	Hypothetical protein
OG0003770	SS50377_27529	Hypothetical protein
OG0003779	SS50377_26746	Hypothetical protein
OG0003780	SS50377_20070	Hypothetical protein
OG0003782	SS50377_21481	Hypothetical protein
OG0003788	SS50377_28291	Hypothetical protein
OG0003788	SS50377_28296	Hypothetical protein
OG0003794	SS50377_20923	Hypothetical protein
OG0003798	SS50377_27573	Hypothetical protein
OG0003816	SS50377_26914	Hypothetical protein
OG0003821	SS50377_26751	Hypothetical protein
OG0003822	SS50377_20115	Hypothetical protein
OG0003830	SS50377_20173	Hypothetical protein
OG0003832	SS50377_23796	Endothelin-converting enzyme 1
OG0003837	SS50377_25526	Hypothetical protein
OG0003846	SS50377_22667	Nucleolar protein NOP52
OG0003847	SS50377_25397	Hypothetical protein
OG0003851	SS50377_23253	Transmembrane domain-containing protein
OG0003859	SS50377_23072	Hypothetical protein
OG0003860	SS50377_25683	GTA-2-like protein
OG0003873	SS50377_20557	Hypothetical protein
OG0003875	SS50377_20214	Hypothetical protein
OG0003881	SS50377_23784	Hypothetical protein
OG0003882	SS50377_26823	Hypothetical protein
OG0003891	SS50377_26833	Hypothetical protein
OG0003897	SS50377_24890	ASF1 like histone chaperone domain-containing protein
OG0003898	SS50377_27331	Hypothetical protein
OG0003907	SS50377_27507	Hypothetical protein
OG0003909	SS50377_21193	Hypothetical protein
OG0003923	SS50377_23673	Hypothetical protein
OG0003926	SS50377_24261	Hypothetical protein
OG0003927	SS50377_23652	Hypothetical protein
OG0003951	SS50377_26692	Hypothetical protein
OG0003957	SS50377_23743	Transmembrane domain-containing protein
OG0003967	SS50377_22914	Hypothetical protein
OG0003968	SS50377_23278	Hypothetical protein
OG0003969	SS50377_20182	Kinase, CMGC RCK
OG0003974	SS50377_27668	Hypothetical protein
OG0003976	SS50377_20186	Hypothetical protein
OG0003982	SS50377_26398	Hypothetical protein
OG0003988	SS50377_21871	Amino acid transporter family protein
OG0003988	SS50377_25611	Amino acid transporter family protein
OG0003990	SS50377_25110	Serine/threonine-protein phosphatase
OG0003994	SS50377_27934	Hypothetical protein
OG0003996	SS50377_24412	Hypothetical protein
OG0003999	SS50377_21059	Hypothetical protein
OG0004005	SS50377_26981	Hypothetical protein
OG0004006	SS50377_23302	Hypothetical protein
OG0004010	SS50377_26686	Metal-dependent hydrolase related to alanyl-tRNA synthetase
OG0004014	SS50377_23422	Rho GAP domain-containing protein
OG0004016	SS50377_20953	Actin related protein
OG0004017	SS50377_26416	Hypothetical protein
OG0004018	SS50377_21148	Hypothetical protein
OG0004019	SS50377_22117	Putative replication factor-a protein
OG0004020	SS50377_23447	Hypothetical protein
OG0004036	SS50377_20497	Chaperone protein DnaJ
OG0004042	SS50377_24319	Hypothetical protein
OG0004055	SS50377_26521	Hypothetical protein
OG0004064	SS50377_20257	Hypothetical protein
OG0004073	SS50377_23454	Hypothetical protein
OG0004073	SS50377_24703	Hypothetical protein
OG0004074	SS50377_22781	Putative TPR-like repeat-containing protein
OG0004074	SS50377_22785	Putative TPR-like repeat-containing protein
OG0004076	SS50377_21203	Hypothetical protein
OG0004077	SS50377_23572	Hypothetical protein
OG0004078	SS50377_22135	Phosphoprotein phosphatase 2A regulatory subunit
OG0004080	SS50377_27098	Heat shock protein 70
OG0004092	SS50377_27005	Co-chaperone HscB
OG0004104	SS50377_22193	Hypothetical protein
OG0004107	SS50377_23421	Hypothetical protein
OG0004112	SS50377_24494	Histone acetyltransferase
OG0004116	SS50377_23404	Hypothetical protein
OG0004118	SS50377_21194	Hypothetical protein
OG0004122	SS50377_22181	NHL repeat-containing protein
OG0004138	SS50377_23708	Hypothetical protein
OG0004143	SS50377_23635	Hypothetical protein
OG0004146	SS50377_25475	Macrophage migration inhibitory factor family protein
OG0004148	SS50377_23202	Calponin homology domain-containing protein
OG0004153	SS50377_25437	Hypothetical protein
OG0004163	SS50377_22190	Hypothetical protein
OG0004170	SS50377_23058	Hypothetical protein
OG0004171	SS50377_22335	Hypothetical protein
OG0004174	SS50377_25750	Ribosomal large subunit pseudouridine synthase D
OG0004178	SS50377_25342	Transmembrane domain-containing protein
OG0004180	SS50377_21175	Kinesin-like protein
OG0004183	SS50377_22006	Hypothetical protein
OG0004191	SS50377_20319	Hypothetical protein
OG0004193	SS50377_24483	ADP-ribosylation factor
OG0004194	SS50377_20040	Hypothetical protein
OG0004195	SS50377_27576	Hypothetical protein
OG0004197	SS50377_24010	Kinase, CMGC GSK
OG0004197	SS50377_24017	Kinase, CMGC GSK
OG0004201	SS50377_26582	Hypothetical protein
OG0004202	SS50377_21884	Hypothetical protein
OG0004205	SS50377_28157	Ubiquitin carboxyl-terminal hydrolase family protein
OG0004205	SS50377_28170	Ubiquitin carboxyl-terminal hydrolase family protein
OG0004206	SS50377_23894	Hypothetical protein
OG0004318	SS50377_28302	Hypothetical protein
OG0004333	SS50377_21047	Hypothetical protein
OG0004340	SS50377_20050	Hypothetical protein
OG0004343	SS50377_27518	Hypothetical protein
OG0004345	SS50377_23541	Hypothetical protein
OG0004385	SS50377_24755	SNF2 family N-terminal and Helicase conserved C-terminal domain-containing protein
OG0004387	SS50377_27383	Hypothetical protein
OG0004392	SS50377_20940	Radial spokehead-like protein
OG0004474	SS50377_21274	Hypothetical protein
OG0004514	SS50377_24646	Hypothetical protein
OG0004533	SS50377_27629	Serine/threonine-protein phosphatase
OG0004534	SS50377_23683	Hypothetical protein
OG0004535	SS50377_23304	Hypothetical protein
OG0004536	SS50377_27683	Hypothetical protein
OG0004546	SS50377_27941	TAP42-like family protein
OG0004647	SS50377_27887	Intraflagellar transport protein IFT80
OG0004658	SS50377_23353	Hypothetical protein
OG0004691	SS50377_23324	Yif1
OG0004714	SS50377_25478	ThiF family protein
OG0004735	SS50377_20952	Hypothetical protein
OG0004736	SS50377_22250	Hypothetical protein
OG0004833	SS50377_25323	Hypothetical protein
OG0004888	SS50377_24610	Hypothetical protein
OG0004889	SS50377_28192	Hypothetical protein
OG0004892	SS50377_27405	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain-containing protein
OG0004900	SS50377_23331	WD40 repeat protein
OG0004905	SS50377_23242	Coatomer gamma subunit
OG0004912	SS50377_21232	Hypothetical protein
OG0004913	SS50377_23334	Hypothetical protein
OG0004916	SS50377_23592	Hypothetical protein
OG0004925	SS50377_28224	Hypothetical protein
OG0004948	SS50377_25390	ARID/BRIGHT DNA binding domain-containing protein
OG0004949	SS50377_28335	Hypothetical protein
OG0004952	SS50377_24151	Hypothetical protein
OG0004952	SS50377_24154	Hypothetical protein
OG0006006	SS50377_21191	Hypothetical protein
OG0006075	SS50377_25538	Hypothetical protein
